Engine_no,Cycle,Altitude,Mach,TRA,T2,T24,T30,T50,P2,P15,P30,Nf,Nc,epr,Ps30,phi,NRf,NRc,BPR,farB,htBleed,Nf_dmd,PCNfR_dmd,W31,W32,RUL
379,167,-0.0011,-0.0002,100.0,518.67,642.57,1592.28,1405.44,14.62,21.61,559.91,2388.15,9076.23,1.3,47.48,527.52,2388.22,8155.92,8.3443,0.03,396,2388,100.0,39.26,23.6089,62
379,168,-0.0012,0.0004,100.0,518.67,642.69,1587.91,1402.44,14.62,21.6,561.31,2388.3,9077.71,1.31,47.6,528.18,2388.22,8160.1,8.337,0.03,392,2388,100.0,39.49,23.55,61
379,169,-0.0004,0.0002,100.0,518.67,642.38,1592.27,1402.16,14.62,21.61,560.56,2388.21,9072.95,1.31,47.28,527.43,2388.2,8156.06,8.3213,0.03,393,2388,100.0,39.47,23.6432,60
379,170,-0.0023,-0.0002,100.0,518.67,642.71,1591.74,1410.99,14.62,21.61,561.03,2388.21,9081.64,1.31,47.77,528.55,2388.25,8156.76,8.2899,0.03,394,2388,100.0,39.35,23.5746,59
379,171,0.0003,0.0005,100.0,518.67,642.12,1589.62,1410.56,14.62,21.61,560.64,2388.23,9079.59,1.31,47.51,528.61,2388.18,8159.36,8.3511,0.03,394,2388,100.0,39.45,23.55,58
379,172,-0.0051,0.0001,100.0,518.67,642.46,1600.86,1408.31,14.62,21.61,560.31,2388.22,9077.47,1.31,47.7,527.89,2388.2,8155.34,8.316,0.03,394,2388,100.0,39.39,23.5807,57
379,173,-0.0001,0.0005,100.0,518.67,642.8,1587.54,1407.88,14.62,21.61,559.88,2388.2,9087.71,1.31,47.69,528.58,2388.25,8158.24,8.3177,0.03,394,2388,100.0,39.24,23.488,56
379,174,0.0017,0.0004,100.0,518.67,642.45,1590.71,1400.17,14.62,21.61,560.48,2388.27,9074.3,1.31,47.64,528.0,2388.22,8158.04,8.3044,0.03,394,2388,100.0,39.36,23.5975,55
379,175,0.0022,0.0004,100.0,518.67,642.26,1589.21,1407.36,14.62,21.61,560.85,2388.2,9079.65,1.31,47.51,528.68,2388.26,8159.62,8.3343,0.03,393,2388,100.0,39.28,23.5597,54
379,176,0.0036,0.0005,100.0,518.67,643.34,1600.38,1399.52,14.62,21.61,561.48,2388.29,9082.79,1.31,47.72,528.93,2388.23,8161.84,8.3486,0.03,395,2388,100.0,39.36,23.7233,53
379,177,0.0031,-0.0001,100.0,518.67,642.92,1598.03,1412.4,14.62,21.6,561.74,2388.2,9077.22,1.31,47.52,528.07,2388.2,8161.7,8.3333,0.03,394,2388,100.0,39.34,23.5224,52
379,178,-0.0005,0.0004,100.0,518.67,643.1,1590.17,1409.32,14.62,21.6,560.97,2388.19,9077.31,1.31,47.55,528.9,2388.23,8163.35,8.3151,0.03,392,2388,100.0,39.52,23.5869,51
379,179,0.0006,-0.0002,100.0,518.67,642.53,1587.77,1413.66,14.62,21.61,561.53,2388.22,9082.01,1.31,47.71,529.21,2388.25,8159.33,8.3214,0.03,394,2388,100.0,39.25,23.6357,50
379,180,-0.0026,0.0003,100.0,518.67,642.87,1592.94,1410.4,14.62,21.61,562.28,2388.27,9085.0,1.31,47.8,528.61,2388.3,8163.36,8.2848,0.03,395,2388,100.0,39.33,23.6356,49
379,181,0.0007,0.0002,100.0,518.67,641.92,1599.18,1410.24,14.62,21.61,561.52,2388.27,9081.0,1.31,47.56,529.06,2388.23,8161.36,8.2616,0.03,393,2388,100.0,39.2,23.5997,48
379,182,-0.0007,-0.0002,100.0,518.67,642.38,1588.17,1408.24,14.62,21.61,561.88,2388.25,9079.84,1.31,47.6,529.25,2388.28,8162.26,8.2565,0.03,394,2388,100.0,39.28,23.5816,47
379,183,0.0003,-0.0001,100.0,518.67,642.86,1600.51,1404.0,14.62,21.61,562.65,2388.28,9086.57,1.31,47.68,529.45,2388.25,8160.58,8.3082,0.03,395,2388,100.0,39.36,23.4976,46
379,184,-0.0058,-0.0001,100.0,518.67,642.94,1586.49,1410.82,14.62,21.61,561.45,2388.27,9084.43,1.31,47.57,529.21,2388.21,8163.18,8.3243,0.03,392,2388,100.0,39.31,23.5599,45
379,185,-0.0019,0.0001,100.0,518.67,642.7,1590.4,1411.62,14.62,21.61,561.56,2388.29,9088.23,1.31,47.41,529.31,2388.28,8163.76,8.2807,0.03,394,2388,100.0,39.37,23.5967,44
379,186,-0.0007,0.0002,100.0,518.67,643.2,1588.55,1406.18,14.62,21.61,562.65,2388.29,9080.28,1.31,47.61,530.27,2388.31,8161.67,8.3013,0.03,394,2388,100.0,39.54,23.5516,43
379,187,0.0022,-0.0001,100.0,518.67,642.93,1588.8,1413.78,14.62,21.61,562.22,2388.33,9089.71,1.31,47.51,530.26,2388.29,8163.32,8.3384,0.03,394,2388,100.0,39.29,23.5866,42
379,188,0.0003,0.0004,100.0,518.67,642.1,1588.9,1407.55,14.62,21.6,562.18,2388.28,9085.62,1.31,47.68,529.74,2388.27,8162.66,8.309,0.03,392,2388,100.0,39.31,23.597,41
379,189,-0.0044,0.0004,100.0,518.67,643.43,1593.78,1416.04,14.62,21.61,562.28,2388.31,9091.68,1.31,47.64,529.79,2388.24,8157.7,8.3255,0.03,394,2388,100.0,39.22,23.6699,40
379,190,0.0039,0.0004,100.0,518.67,642.76,1592.03,1398.04,14.62,21.61,561.84,2388.29,9090.21,1.31,47.63,530.19,2388.25,8167.49,8.3164,0.03,395,2388,100.0,39.44,23.6109,39
379,191,0.0015,0.0002,100.0,518.67,642.87,1597.19,1405.18,14.62,21.61,562.94,2388.31,9093.96,1.31,47.69,530.3,2388.32,8163.79,8.2777,0.03,393,2388,100.0,39.4,23.6324,38
379,192,0.0008,0.0004,100.0,518.67,642.56,1589.28,1412.9,14.62,21.61,563.0,2388.2,9083.48,1.31,47.74,530.05,2388.31,8162.52,8.2886,0.03,394,2388,100.0,39.55,23.7056,37
379,193,0.0037,0.0002,100.0,518.67,642.78,1597.52,1412.58,14.62,21.61,563.58,2388.31,9091.97,1.31,47.73,530.47,2388.33,8166.55,8.3125,0.03,394,2388,100.0,39.34,23.6687,36
379,194,-0.0001,0.0002,100.0,518.67,643.21,1593.8,1416.41,14.62,21.61,562.76,2388.32,9085.63,1.31,47.76,530.87,2388.33,8166.97,8.3064,0.03,393,2388,100.0,39.48,23.6775,35
379,195,0.0026,-0.0004,100.0,518.67,642.8,1594.95,1414.47,14.62,21.61,562.99,2388.33,9092.67,1.31,47.65,530.43,2388.31,8167.19,8.2835,0.03,392,2388,100.0,39.43,23.6974,34
379,196,-0.0024,0.0003,100.0,518.67,642.97,1587.68,1410.61,14.62,21.61,562.63,2388.37,9092.99,1.31,47.56,530.53,2388.33,8169.28,8.3237,0.03,394,2388,100.0,39.27,23.8002,33
379,197,0.001,-0.0001,100.0,518.67,643.08,1591.66,1410.62,14.62,21.61,563.48,2388.33,9101.19,1.31,47.67,530.3,2388.29,8164.01,8.3032,0.03,394,2388,100.0,39.36,23.5441,32
379,198,0.0009,0.0001,100.0,518.67,642.91,1601.2,1415.15,14.62,21.61,563.22,2388.3,9095.58,1.31,47.67,531.34,2388.39,8171.2,8.2916,0.03,396,2388,100.0,39.33,23.6088,31
379,199,0.0008,0.0002,100.0,518.67,642.22,1596.53,1419.36,14.62,21.61,563.41,2388.33,9095.65,1.31,47.71,531.23,2388.32,8162.1,8.3011,0.03,395,2388,100.0,39.4,23.6626,30
379,200,-0.0004,0.0004,100.0,518.67,643.03,1592.01,1415.05,14.62,21.61,563.19,2388.34,9092.74,1.31,47.78,531.12,2388.39,8176.37,8.289,0.03,395,2388,100.0,39.54,23.5922,29
379,201,-0.0011,-0.0,100.0,518.67,642.74,1593.18,1411.72,14.62,21.61,563.51,2388.35,9090.49,1.31,47.82,531.23,2388.38,8169.25,8.3059,0.03,396,2388,100.0,39.51,23.7613,28
379,202,0.0024,0.0005,100.0,518.67,643.29,1589.08,1411.48,14.62,21.61,563.81,2388.37,9101.06,1.31,47.83,531.55,2388.36,8169.05,8.2908,0.03,394,2388,100.0,39.48,23.7018,27
379,203,-0.0001,0.0001,100.0,518.67,642.7,1595.61,1415.08,14.62,21.61,564.49,2388.34,9095.36,1.31,47.69,531.64,2388.33,8167.69,8.2699,0.03,394,2388,100.0,39.43,23.7169,26
379,204,0.0043,0.0001,100.0,518.67,642.9,1595.4,1417.68,14.62,21.61,565.3,2388.33,9098.45,1.31,47.81,532.16,2388.36,8168.59,8.2897,0.03,395,2388,100.0,39.35,23.6165,25
379,205,0.0018,0.0002,100.0,518.67,643.07,1592.3,1417.22,14.62,21.6,563.86,2388.35,9103.03,1.31,47.81,531.78,2388.34,8168.33,8.266,0.03,395,2388,100.0,39.47,23.6603,24
379,206,0.0027,-0.0004,100.0,518.67,642.71,1600.74,1411.14,14.62,21.61,564.05,2388.33,9088.22,1.31,47.75,531.23,2388.36,8171.77,8.3025,0.03,394,2388,100.0,39.48,23.6456,23
379,207,0.0055,0.0,100.0,518.67,642.89,1601.7,1418.17,14.62,21.61,564.89,2388.36,9104.42,1.31,47.78,532.17,2388.39,8168.26,8.2611,0.03,393,2388,100.0,39.49,23.7374,22
379,208,0.0002,-0.0002,100.0,518.67,642.98,1599.95,1417.29,14.62,21.61,565.71,2388.4,9106.54,1.31,47.83,532.38,2388.35,8171.18,8.2656,0.03,395,2388,100.0,39.44,23.7971,21
379,209,0.0027,-0.0003,100.0,518.67,642.6,1593.25,1422.65,14.62,21.61,565.6,2388.4,9104.48,1.31,47.82,532.43,2388.37,8174.54,8.2551,0.03,395,2388,100.0,39.3,23.6821,20
379,210,0.0018,-0.0004,100.0,518.67,642.63,1598.27,1419.73,14.62,21.61,564.77,2388.37,9101.99,1.31,47.75,532.48,2388.41,8177.92,8.2734,0.03,395,2388,100.0,39.56,23.7683,19
379,211,-0.0029,-0.0004,100.0,518.67,642.86,1592.67,1423.98,14.62,21.61,565.74,2388.36,9100.0,1.31,48.05,532.99,2388.45,8179.39,8.2722,0.03,394,2388,100.0,39.45,23.7484,18
379,212,0.0036,-0.0004,100.0,518.67,642.72,1594.44,1418.83,14.62,21.61,565.53,2388.42,9102.12,1.31,47.86,532.67,2388.43,8178.62,8.2543,0.03,397,2388,100.0,39.53,23.7758,17
379,213,0.0007,-0.0001,100.0,518.67,643.98,1590.55,1418.74,14.62,21.61,566.27,2388.45,9107.01,1.31,47.94,533.06,2388.47,8180.25,8.239,0.03,394,2388,100.0,39.61,23.6745,16
379,214,0.0011,0.0002,100.0,518.67,643.47,1592.35,1418.25,14.62,21.61,565.76,2388.41,9110.09,1.31,47.65,533.3,2388.46,8182.23,8.2567,0.03,396,2388,100.0,39.7,23.7474,15
379,215,0.0048,0.0003,100.0,518.67,642.96,1597.37,1416.15,14.62,21.61,566.56,2388.37,9107.36,1.31,47.98,533.62,2388.49,8174.75,8.2681,0.03,395,2388,100.0,39.55,23.7552,14
379,216,-0.0007,0.0001,100.0,518.67,642.89,1602.36,1421.43,14.62,21.61,566.64,2388.41,9112.92,1.31,47.89,534.18,2388.45,8175.73,8.2383,0.03,394,2388,100.0,39.46,23.6303,13
379,217,0.0027,0.0004,100.0,518.67,643.03,1597.38,1421.32,14.62,21.61,566.71,2388.46,9112.08,1.31,48.14,533.67,2388.42,8179.23,8.2723,0.03,396,2388,100.0,39.39,23.76,12
379,218,-0.0024,0.0001,100.0,518.67,643.35,1593.36,1417.23,14.62,21.61,566.39,2388.5,9111.91,1.31,48.17,534.06,2388.43,8179.78,8.2689,0.03,397,2388,100.0,39.42,23.7305,11
379,219,-0.0008,0.0002,100.0,518.67,643.05,1598.2,1419.09,14.62,21.61,566.96,2388.43,9108.62,1.31,47.78,533.71,2388.49,8182.51,8.2726,0.03,396,2388,100.0,39.54,23.7228,10
379,220,-0.0025,-0.0001,100.0,518.67,642.64,1601.14,1420.38,14.62,21.61,567.02,2388.52,9109.49,1.32,48.09,533.68,2388.55,8183.64,8.2498,0.03,398,2388,100.0,39.65,23.6648,9
379,221,-0.001,-0.0001,100.0,518.67,643.32,1600.14,1416.51,14.62,21.61,567.6,2388.51,9116.33,1.31,48.03,534.54,2388.55,8180.34,8.25,0.03,396,2388,100.0,39.44,23.7278,8
379,222,0.004,0.0003,100.0,518.67,643.71,1604.57,1420.98,14.62,21.61,567.12,2388.53,9112.03,1.31,47.9,534.64,2388.51,8185.63,8.2582,0.03,396,2388,100.0,39.55,23.6936,7
379,223,0.0006,0.0,100.0,518.67,643.49,1598.71,1417.48,14.62,21.61,567.84,2388.49,9123.77,1.31,47.9,535.22,2388.47,8183.12,8.2385,0.03,396,2388,100.0,39.52,23.8107,6
379,224,0.0024,-0.0001,100.0,518.67,643.05,1597.03,1419.23,14.62,21.61,568.39,2388.53,9116.78,1.31,48.24,535.92,2388.54,8184.19,8.2627,0.03,396,2388,100.0,39.68,23.8812,5
379,225,-0.0,0.0004,100.0,518.67,642.76,1605.57,1432.41,14.62,21.61,568.6,2388.51,9121.59,1.32,48.25,535.57,2388.51,8188.08,8.2537,0.03,398,2388,100.0,39.58,23.8216,4
379,226,-0.0015,0.0004,100.0,518.67,643.16,1602.54,1420.71,14.62,21.61,568.57,2388.49,9123.03,1.32,48.05,535.68,2388.53,8185.12,8.2324,0.03,395,2388,100.0,39.57,23.872,3
379,227,-0.0009,0.0004,100.0,518.67,643.03,1598.38,1417.61,14.62,21.61,568.73,2388.59,9119.39,1.32,48.15,536.47,2388.52,8188.55,8.2353,0.03,399,2388,100.0,39.74,23.7653,2
379,228,-0.0009,0.0002,100.0,518.67,643.01,1604.06,1420.49,14.62,21.61,568.38,2388.49,9126.36,1.32,48.14,535.33,2388.49,8189.65,8.2522,0.03,397,2388,100.0,39.62,23.8272,1
379,229,0.0006,0.0004,100.0,518.67,643.31,1601.04,1426.21,14.62,21.61,570.22,2388.58,9126.1,1.32,48.33,537.35,2388.59,8192.35,8.2462,0.03,398,2388,100.0,39.73,23.7624,0
380,1,0.0002,0.0,100.0,518.67,642.14,1588.39,1394.66,14.62,21.6,555.44,2388.02,9052.57,1.3,47.29,523.07,2388.02,8143.47,8.3748,0.03,390,2388,100.0,39.07,23.5551,337
380,2,0.0029,0.0004,100.0,518.67,642.22,1582.28,1393.97,14.62,21.6,555.57,2388.0,9058.93,1.3,47.03,523.32,2388.01,8135.32,8.3726,0.03,391,2388,100.0,39.06,23.5163,336
380,3,0.0,0.0,100.0,518.67,642.04,1580.78,1395.05,14.62,21.6,555.78,2388.03,9056.51,1.3,47.29,523.25,2388.06,8132.14,8.3514,0.03,391,2388,100.0,39.07,23.5379,335
380,4,0.0035,-0.0004,100.0,518.67,642.59,1579.03,1393.4,14.62,21.6,555.92,2388.04,9053.63,1.3,47.33,523.83,2388.04,8138.49,8.3732,0.03,390,2388,100.0,39.17,23.4119,334
380,5,0.001,-0.0003,100.0,518.67,641.98,1585.6,1394.45,14.62,21.6,555.49,2388.0,9058.25,1.3,47.13,522.58,2388.05,8137.16,8.383,0.03,392,2388,100.0,39.07,23.4331,333
380,6,0.0003,-0.0002,100.0,518.67,641.63,1590.75,1390.29,14.62,21.61,556.16,2388.06,9057.16,1.3,47.0,523.57,2388.04,8142.02,8.374,0.03,391,2388,100.0,39.04,23.4287,332
380,7,-0.0,0.0002,100.0,518.67,642.11,1588.33,1397.76,14.62,21.6,555.56,2388.04,9057.26,1.3,47.14,523.7,2387.95,8146.61,8.4163,0.03,390,2388,100.0,39.03,23.4678,331
380,8,0.0029,0.0003,100.0,518.67,641.96,1582.62,1394.22,14.62,21.6,556.02,2388.03,9057.07,1.3,47.06,523.28,2388.04,8139.67,8.384,0.03,391,2388,100.0,39.04,23.4015,330
380,9,-0.001,-0.0004,100.0,518.67,642.32,1588.05,1400.49,14.62,21.6,554.86,2388.06,9052.41,1.3,47.27,523.48,2388.04,8135.96,8.3997,0.03,392,2388,100.0,39.07,23.5636,329
380,10,0.0009,-0.0004,100.0,518.67,642.36,1584.21,1391.62,14.62,21.6,556.26,2388.02,9063.02,1.3,47.07,523.36,2388.02,8139.04,8.3895,0.03,391,2388,100.0,39.18,23.4808,328
380,11,-0.0002,-0.0001,100.0,518.67,641.94,1594.55,1395.77,14.62,21.6,555.78,2388.06,9061.59,1.3,47.12,524.02,2388.05,8140.52,8.411,0.03,392,2388,100.0,39.03,23.5713,327
380,12,-0.0027,-0.0001,100.0,518.67,641.76,1578.45,1399.9,14.62,21.6,555.55,2387.96,9062.11,1.3,47.33,523.76,2388.05,8133.9,8.3731,0.03,391,2388,100.0,39.15,23.4415,326
380,13,-0.0012,-0.0003,100.0,518.67,641.86,1585.23,1402.62,14.62,21.6,555.94,2388.04,9054.35,1.3,47.18,523.19,2388.02,8143.7,8.326,0.03,392,2388,100.0,39.32,23.4485,325
380,14,-0.0005,0.0003,100.0,518.67,642.23,1577.93,1399.2,14.62,21.6,556.19,2388.05,9059.17,1.3,47.21,523.6,2388.13,8139.83,8.3987,0.03,393,2388,100.0,39.16,23.449,324
380,15,-0.0013,-0.0002,100.0,518.67,642.33,1583.52,1402.71,14.62,21.6,555.18,2388.1,9062.28,1.3,47.09,523.49,2388.02,8140.78,8.405,0.03,391,2388,100.0,39.05,23.5465,323
380,16,0.0022,0.0001,100.0,518.67,642.24,1580.34,1399.65,14.62,21.61,556.14,2388.08,9057.78,1.3,47.04,523.71,2387.98,8136.23,8.4047,0.03,392,2388,100.0,39.0,23.397,322
380,17,0.0013,-0.0004,100.0,518.67,642.31,1584.79,1394.96,14.62,21.6,555.58,2388.06,9056.32,1.3,47.13,523.37,2387.99,8140.18,8.3689,0.03,391,2388,100.0,39.1,23.5251,321
380,18,0.0006,0.0002,100.0,518.67,641.8,1583.33,1403.43,14.62,21.6,555.59,2388.04,9057.17,1.3,47.08,523.56,2388.01,8136.66,8.3681,0.03,391,2388,100.0,39.1,23.5184,320
380,19,0.0023,-0.0002,100.0,518.67,641.84,1583.9,1398.75,14.62,21.6,555.06,2388.02,9058.28,1.3,47.29,523.33,2388.03,8138.4,8.3729,0.03,392,2388,100.0,38.97,23.5209,319
380,20,0.0028,0.0001,100.0,518.67,641.95,1585.48,1394.97,14.62,21.6,555.17,2388.07,9054.07,1.3,47.03,523.8,2388.0,8142.56,8.3443,0.03,391,2388,100.0,38.98,23.3689,318
380,21,0.0021,-0.0001,100.0,518.67,642.39,1580.73,1400.65,14.62,21.6,555.43,2388.05,9056.28,1.3,47.34,523.43,2388.06,8139.81,8.3829,0.03,392,2388,100.0,39.29,23.4201,317
380,22,0.0025,0.0,100.0,518.67,641.95,1579.12,1394.31,14.62,21.6,555.26,2388.01,9059.0,1.3,47.07,522.96,2388.02,8137.72,8.3563,0.03,392,2388,100.0,39.24,23.4951,316
380,23,-0.001,0.0004,100.0,518.67,642.15,1583.51,1397.64,14.62,21.6,555.85,2388.01,9062.31,1.3,46.93,523.12,2388.02,8135.19,8.358,0.03,390,2388,100.0,39.12,23.4084,315
380,24,0.0019,-0.0001,100.0,518.67,641.61,1586.3,1391.2,14.62,21.6,554.89,2388.02,9054.4,1.3,47.3,522.65,2388.09,8144.0,8.374,0.03,390,2388,100.0,39.19,23.4782,314
380,25,0.0027,0.0004,100.0,518.67,642.31,1578.0,1398.01,14.62,21.61,556.13,2387.98,9055.49,1.3,47.21,523.74,2388.12,8140.73,8.343,0.03,392,2388,100.0,39.13,23.5303,313
380,26,0.0029,0.0004,100.0,518.67,642.3,1587.81,1402.96,14.62,21.6,555.19,2387.98,9058.78,1.3,47.35,523.66,2388.01,8141.73,8.3716,0.03,390,2388,100.0,39.18,23.5147,312
380,27,0.0002,-0.0,100.0,518.67,642.08,1588.68,1398.35,14.62,21.6,557.08,2388.0,9056.92,1.3,47.09,523.66,2388.02,8140.13,8.384,0.03,391,2388,100.0,38.92,23.4581,311
380,28,-0.0024,0.0005,100.0,518.67,642.39,1591.51,1403.57,14.62,21.6,556.04,2388.01,9049.33,1.3,47.15,523.41,2388.06,8139.44,8.3636,0.03,391,2388,100.0,39.06,23.3999,310
380,29,-0.0015,-0.0004,100.0,518.67,642.26,1590.92,1390.89,14.62,21.6,555.44,2388.07,9062.31,1.3,46.97,523.55,2387.98,8136.19,8.3549,0.03,391,2388,100.0,39.16,23.5503,309
380,30,0.0003,-0.0005,100.0,518.67,642.23,1581.41,1402.77,14.62,21.6,555.7,2387.99,9066.63,1.3,46.95,522.84,2387.99,8141.3,8.3862,0.03,391,2388,100.0,39.06,23.5337,308
380,31,0.0004,-0.0004,100.0,518.67,642.31,1585.01,1394.53,14.62,21.61,556.2,2388.0,9059.43,1.3,47.18,523.76,2388.03,8141.84,8.3677,0.03,392,2388,100.0,38.94,23.515,307
380,32,0.0026,0.0,100.0,518.67,642.87,1581.46,1390.98,14.62,21.6,555.49,2388.06,9055.21,1.3,47.06,523.36,2388.07,8137.97,8.3421,0.03,391,2388,100.0,39.0,23.4181,306
380,33,0.0009,-0.0002,100.0,518.67,641.9,1582.61,1388.69,14.62,21.6,555.53,2388.01,9058.1,1.3,47.24,523.87,2388.05,8134.45,8.3921,0.03,392,2388,100.0,38.87,23.4697,305
380,34,-0.0038,0.0005,100.0,518.67,642.63,1587.29,1398.71,14.62,21.6,554.91,2388.08,9056.49,1.3,47.12,523.4,2387.98,8138.0,8.3977,0.03,391,2388,100.0,39.26,23.408,304
380,35,0.0007,-0.0004,100.0,518.67,642.18,1576.5,1401.21,14.62,21.6,555.13,2388.08,9057.73,1.3,47.21,523.98,2387.99,8140.87,8.3735,0.03,392,2388,100.0,39.01,23.4535,303
380,36,-0.002,-0.0004,100.0,518.67,642.48,1582.76,1394.41,14.62,21.6,555.87,2388.01,9056.22,1.3,47.2,523.24,2388.06,8138.96,8.4184,0.03,391,2388,100.0,39.12,23.458,302
380,37,-0.0013,0.0001,100.0,518.67,642.47,1584.0,1400.73,14.62,21.6,554.78,2387.98,9056.88,1.3,47.08,523.61,2388.0,8142.85,8.3705,0.03,390,2388,100.0,39.11,23.5084,301
380,38,0.0024,0.0002,100.0,518.67,642.29,1577.0,1387.62,14.62,21.61,556.83,2388.06,9058.5,1.3,47.27,523.47,2388.13,8139.42,8.3571,0.03,392,2388,100.0,39.17,23.4937,300
380,39,-0.003,-0.0004,100.0,518.67,642.47,1584.21,1393.56,14.62,21.6,555.5,2388.05,9056.6,1.3,47.26,523.68,2388.03,8138.77,8.3757,0.03,392,2388,100.0,39.12,23.5348,299
380,40,-0.0029,0.0,100.0,518.67,642.09,1587.62,1389.96,14.62,21.6,555.13,2387.98,9056.55,1.3,47.0,523.11,2388.02,8139.02,8.3615,0.03,390,2388,100.0,39.15,23.4896,298
380,41,-0.0016,-0.0001,100.0,518.67,641.72,1584.53,1393.96,14.62,21.6,555.44,2387.99,9055.56,1.3,47.22,523.4,2388.01,8141.22,8.3852,0.03,392,2388,100.0,39.27,23.487,297
380,42,0.0025,0.0002,100.0,518.67,642.39,1587.38,1391.11,14.62,21.6,555.68,2388.0,9054.59,1.3,47.1,523.5,2388.04,8142.52,8.3517,0.03,392,2388,100.0,39.07,23.4194,296
380,43,0.0028,0.0002,100.0,518.67,641.95,1582.11,1393.46,14.62,21.6,556.05,2387.99,9061.43,1.3,47.2,523.88,2388.02,8141.84,8.3852,0.03,392,2388,100.0,39.07,23.5162,295
380,44,-0.0003,-0.0003,100.0,518.67,642.16,1586.35,1391.11,14.62,21.6,556.08,2387.99,9056.93,1.3,47.16,523.33,2387.98,8140.76,8.3809,0.03,391,2388,100.0,38.86,23.5343,294
380,45,-0.001,-0.0003,100.0,518.67,642.73,1592.44,1394.35,14.62,21.6,555.2,2388.04,9054.43,1.3,47.13,523.38,2388.09,8139.6,8.3507,0.03,392,2388,100.0,39.15,23.4485,293
380,46,-0.0035,0.0001,100.0,518.67,641.81,1579.8,1398.68,14.62,21.6,555.8,2388.01,9050.44,1.3,47.38,523.94,2388.07,8138.71,8.3815,0.03,392,2388,100.0,39.18,23.4363,292
380,47,0.0007,0.0001,100.0,518.67,641.78,1582.71,1398.43,14.62,21.6,555.72,2388.07,9061.04,1.3,47.32,523.11,2388.01,8143.84,8.3905,0.03,392,2388,100.0,39.13,23.4421,291
380,48,-0.0006,0.0003,100.0,518.67,642.26,1585.75,1387.7,14.62,21.6,555.37,2388.0,9050.71,1.3,47.2,522.85,2388.02,8137.37,8.3785,0.03,391,2388,100.0,38.99,23.5009,290
380,49,0.0005,0.0003,100.0,518.67,642.55,1584.96,1390.39,14.62,21.6,555.55,2387.99,9057.59,1.3,47.13,523.39,2388.04,8140.56,8.3854,0.03,391,2388,100.0,39.17,23.5023,289
380,50,-0.0031,0.0002,100.0,518.67,642.17,1581.21,1397.23,14.62,21.6,556.49,2387.97,9059.61,1.3,47.09,523.66,2387.98,8139.33,8.3828,0.03,391,2388,100.0,39.13,23.4248,288
380,51,-0.0011,0.0003,100.0,518.67,642.31,1580.89,1395.0,14.62,21.6,555.37,2388.03,9059.64,1.3,47.27,523.01,2388.03,8132.88,8.394,0.03,391,2388,100.0,39.12,23.4598,287
380,52,0.0004,0.0001,100.0,518.67,642.26,1585.63,1393.76,14.62,21.6,555.72,2388.02,9059.67,1.3,47.09,523.59,2388.08,8141.65,8.3732,0.03,391,2388,100.0,39.17,23.45,286
380,53,0.0029,-0.0005,100.0,518.67,642.0,1579.48,1399.74,14.62,21.6,555.61,2387.97,9055.98,1.3,47.04,522.94,2388.06,8136.5,8.4096,0.03,391,2388,100.0,39.09,23.4948,285
380,54,0.0011,-0.0003,100.0,518.67,641.64,1586.0,1398.52,14.62,21.6,555.6,2387.95,9059.02,1.3,47.04,523.25,2388.04,8133.45,8.4054,0.03,392,2388,100.0,39.22,23.4279,284
380,55,0.0008,0.0001,100.0,518.67,641.97,1587.29,1399.49,14.62,21.6,555.88,2388.04,9057.48,1.3,47.16,523.64,2388.02,8139.9,8.3613,0.03,392,2388,100.0,39.06,23.4946,283
380,56,0.0003,-0.0003,100.0,518.67,642.08,1585.07,1397.37,14.62,21.6,555.43,2388.01,9055.75,1.3,47.21,523.27,2388.02,8135.47,8.4203,0.03,392,2388,100.0,39.13,23.6091,282
380,57,0.0008,-0.0004,100.0,518.67,642.04,1581.14,1396.23,14.62,21.6,555.94,2388.01,9059.57,1.3,47.18,523.31,2388.01,8142.94,8.3604,0.03,391,2388,100.0,39.29,23.5769,281
380,58,-0.0029,-0.0005,100.0,518.67,642.2,1581.92,1402.29,14.62,21.6,556.01,2388.07,9059.59,1.3,47.28,523.5,2388.03,8139.3,8.3414,0.03,393,2388,100.0,39.08,23.5751,280
380,59,0.0044,-0.0005,100.0,518.67,642.11,1586.54,1394.66,14.62,21.6,554.8,2388.02,9053.61,1.3,47.24,523.5,2388.03,8140.78,8.3547,0.03,390,2388,100.0,39.0,23.4205,279
380,60,-0.0031,0.0,100.0,518.67,641.91,1583.83,1407.71,14.62,21.6,555.91,2388.07,9057.2,1.3,47.28,523.59,2388.02,8137.19,8.4185,0.03,392,2388,100.0,39.24,23.373,278
380,61,0.0011,0.0004,100.0,518.67,642.11,1586.88,1401.97,14.62,21.6,555.22,2388.01,9055.08,1.3,47.42,523.89,2387.98,8139.71,8.3389,0.03,391,2388,100.0,39.0,23.4395,277
380,62,-0.0037,-0.0002,100.0,518.67,642.09,1586.97,1391.7,14.62,21.6,555.79,2388.03,9056.72,1.3,47.23,522.98,2388.08,8145.79,8.3738,0.03,391,2388,100.0,39.05,23.3348,276
380,63,0.0024,0.0,100.0,518.67,642.01,1582.9,1394.74,14.62,21.6,556.53,2388.01,9059.64,1.3,47.1,523.66,2388.04,8141.4,8.3556,0.03,393,2388,100.0,38.97,23.5497,275
